Name,URL,Author,Author's location,Main language,All used languages,Description,Total code size,License,Author's followers,Top 10 contributors followers,Created at,Age in days,Total commits,Total additions,Total deletions,Total code changes,Last commit date,Commits/day,"Average contribution period by contributor, days",Medium commit size,Total releases,Stargazers,Forks,Contributors,Active forkers(%),Returning contributors (more than 4 weeks),Open issues,Closed issues,Total issues,Issue/day,Closed issues(%),Placement by popularity,Placement by age,Placement by total commits,Placement by total tags,Placement by top 10 contributors followers,Placement by closed issues percentage,Placement by commits by day,Placement by active forkers column,Placement overall
yesodweb/yesod,https://github.com/yesodweb/yesod,[Unknown account],[Unknown],Haskell,"Haskell(99.67),HTML(0.23),Shell(0.06),CSS(0.02),JavaScript(0.00)",A RESTful Haskell web framework built on WAI.,951284,MIT,0,1640,2009/06,3277,3791,290728,272253,562981,2018-06-07 13:46:55,1.1569,364,148,780,1932,315,185,58.73,21,126,809,935,0.2853,86.52,1,6,1,1,1,2,1,1,1
snapframework/snap-core,https://github.com/snapframework/snap-core,gregorycollins,"Toronto, Canada",Haskell,"Haskell(97.66),CSS(1.54),Shell(0.70),C(0.10),HTML(0.00)","Core type definitions (Snap monad, HTTP types, etc) and utilities for web handlers. ",571466,BSD-3-Clause,139,1101,2010/05,2948,796,43330,26677,70007,2018-05-02 21:31:56,0.2700,305,87,74,297,71,43,60.56,7,16,178,194,0.0658,91.75,3,5,4,2,2,1,2,2,2
transient-haskell/axiom,https://github.com/transient-haskell/axiom,agocorona,[Unknown],Haskell,"Haskell(99.97),HTML(0.03)",Client-side and server-side web framework over Transient and GHCJS  (Haskell to JavaScript compiler),74271,[Custom license],79,236,2015/04,1165,204,31214,28784,59998,2018-05-29 21:24:50,0.1751,326,294,0,49,5,5,100.00,2,6,5,11,0.0094,45.45,4,3,2,6,5,6,4,3,3
agrafix/Spock,https://github.com/agrafix/Spock,agrafix,San Francisco,Haskell,"Haskell(99.10),Shell(0.90)",Another Haskell web framework for rapid development,163077,[Custom license],127,549,2013/09,1746,428,21391,14597,35988,2018-06-06 05:41:50,0.2451,124,84,37,485,44,20,45.45,1,25,78,103,0.0590,75.73,2,4,5,3,3,3,3,6,4
positiondev/fn,https://github.com/positiondev/fn,dbp,"Boston, MA",Haskell,"Haskell(98.97),Smarty(0.68),Makefile(0.35)",A functional web framework,56223,[Custom license],56,109,2015/10,967,101,4470,2474,6944,2017-08-03 16:27:01,0.1044,316,68,19,25,4,4,100.00,2,2,3,5,0.0052,60.00,6,2,3,4,6,5,5,4,5
myfreeweb/magicbane,https://github.com/myfreeweb/magicbane,myfreeweb,[Unknown],Haskell,Haskell(100.00),"A web framework that integrates Servant, ClassyPrelude, EKG, fast-logger, wai-cli…",17302,Unlicense,223,392,2017/03,447,30,1127,306,1433,2018-03-12 13:49:43,0.0671,116,47,5,37,4,3,75.00,1,3,5,8,0.0179,62.50,5,1,6,5,4,4,6,5,6
