Name,URL,Author,Author's location,Main language,All used languages,Description,Total code size,License,Author's followers,Top 10 contributors followers,Created at,Age in days,Total commits,Total additions,Total deletions,Total code changes,Last commit date,Commits/day,"Average contribution period by contributor, days",Medium commit size,Total releases,Stargazers,Forks,Contributors,Active forkers(%),Returning contributors (more than 4 weeks),Open issues,Closed issues,Total issues,Issue/day,Closed issues(%),Placement by popularity,Placement by age,Placement by total commits,Placement by total tags,Placement by top 10 contributors followers,Placement by closed issues percentage,Placement by commits by day,Placement by active forkers column,Placement overall
mojolicious/mojo,https://github.com/mojolicious/mojo,kraih,Germany,Perl,"Perl(99.96),CSS(0.03),XProc(0.01),Mathematica(0.00)",:sparkles: Mojolicious - Perl real-time web framework,2190112,Artistic-2.0,557,1788,2008/10,4407,11941,424589,347739,772328,2020-11-11 19:56:29,2.7096,469,64,703,2226,520,129,24.81,21,48,287,335,0.0760,85.67,1,5,3,1,3,1,1,3,1
perl-catalyst/catalyst-runtime,https://github.com/perl-catalyst/catalyst-runtime,marcusramberg,"Oslo, Norway",Perl,"Perl(79.12),Raku(20.88)",The Elegant MVC Web Application Framework,1100710,[Custom license],255,2050,2008/12,4338,4267,146206,98502,244708,2020-09-11 12:37:59,0.9836,652,57,129,256,104,102,98.08,33,25,23,48,0.0111,47.92,4,4,1,4,2,4,2,1,2
PerlDancer/Dancer2,https://github.com/PerlDancer/Dancer2,[Unknown account],[Unknown],Perl,"Perl(98.11),Raku(0.76),CSS(0.56),Makefile(0.43),HTML(0.14)",Perl Dancer Next Generation (rewrite of Perl Dancer),768596,[Custom license],0,838,2011/09,3333,2748,71768,40646,112414,2020-08-02 12:10:27,0.8245,494,40,89,474,273,137,50.18,27,140,165,305,0.0915,54.10,3,1,2,5,5,2,3,2,3
PerlDancer/Dancer,https://github.com/PerlDancer/Dancer,[Unknown account],[Unknown],Perl,"Perl(95.95),Raku(4.03),Shell(0.02),TypeScript(0.01),HTML(0.00)",The easiest way to write web applications with Perl (Perl web micro-framework),809256,[Custom license],0,1384,2009/07,4137,2940,63274,41762,105036,2020-10-09 09:51:40,0.7107,393,35,133,710,223,138,61.88,19,83,96,179,0.0433,53.63,2,3,4,3,4,3,4,4,4
tokuhirom/Amon,https://github.com/tokuhirom/Amon,tokuhirom,"Tokyo, Japan",Perl,"Perl(99.83),CSS(0.08),Raku(0.06),Mathematica(0.02),HTML(0.01),JavaScript(0.00)",yet another web application framework,4631290,NOASSERTION,833,3258,2009/12,3989,1186,45494,33940,79434,2020-11-09 08:59:17,0.2973,188,66,197,154,43,32,74.42,1,13,2,15,0.0038,13.33,5,2,5,2,1,5,5,5,5
