Name,URL,Author,Author's location,Main language,All used languages,Description,Total code size,License,Author's followers,Top 10 contributors followers,Created at,Age in days,Total commits,Total additions,Total deletions,Total code changes,Last commit date,Commits/day,"Average contribution period by contributor, days",Medium commit size,Total releases,Stargazers,Forks,Contributors,Active forkers(%),Returning contributors (more than 4 weeks),Open issues,Closed issues,Total issues,Issue/day,Closed issues(%),Placement by popularity,Placement by age,Placement by total commits,Placement by total tags,Placement by top 10 contributors followers,Placement by closed issues percentage,Placement by commits by day,Placement by active forkers column,Placement overall
Shirakumo/radiance,https://github.com/Shirakumo/radiance,Shinmera,"Zürich, Switzerland",Common Lisp,Common Lisp(100.00),A Common Lisp web application environment,285291,Zlib,470,699,2014/02,4488,1903,126504,111441,237945,2020-10-25 10:22:25,0.4240,499,125,0,205,16,8,50.00,2,4,3,7,0.0016,42.86,2,3,1,2,3,3,1,2,1
fukamachi/caveman,https://github.com/fukamachi/caveman,fukamachi,"Tokyo, Japan",Common Lisp,"Common Lisp(97.53),HTML(1.84),CSS(0.38),NewLisp(0.25)",Lightweight web application framework for Common Lisp.,90098,[Custom license],1072,1807,2011/02,5566,409,9256,6906,16162,2020-03-10 05:46:20,0.0735,191,39,12,634,58,11,18.97,4,44,8,52,0.0093,15.38,1,6,5,1,1,6,2,1,2
fukamachi/ningle,https://github.com/fukamachi/ningle,fukamachi,"Tokyo, Japan",Common Lisp,"Common Lisp(98.11),HTML(1.89)",Super micro framework for Common Lisp,20548,[Custom license],1072,1190,2012/04,5166,77,2152,1379,3531,2019-08-23 09:28:02,0.0149,394,45,0,202,22,6,27.27,2,10,9,19,0.0037,47.37,3,5,3,4,2,2,5,3,3
eudoxia0/lucerne,https://github.com/eudoxia0/lucerne,eudoxia0,[Unknown],Common Lisp,"Common Lisp(91.11),NewLisp(5.11),CSS(2.05),HTML(1.68),JavaScript(0.05)","A web framework for Common Lisp, built on Clack",36376,[Custom license],315,464,2014/11,4194,216,4375,2127,6502,2019-07-17 19:16:51,0.0515,192,30,0,131,18,7,38.89,1,9,4,13,0.0031,30.77,4,1,4,5,4,4,3,5,4
joaotavora/snooze,https://github.com/joaotavora/snooze,joaotavora,Portugal,Common Lisp,Common Lisp(100.00),Common Lisp RESTful web development,101895,[Custom license],365,406,2014/08,4284,97,8408,4880,13288,2020-08-03 10:37:53,0.0226,433,136,0,130,16,2,12.50,1,11,3,14,0.0033,21.43,5,2,2,3,5,5,4,6,5
hargettp/hh-web,https://github.com/hargettp/hh-web,hargettp,"San Francisco, CA",Common Lisp,Common Lisp(100.00),Framework for building modern web applications in Lisp,225936,MIT,22,33,2012/06,5088,51,7370,1576,8946,2014-10-15 11:31:05,0.0100,168,175,0,35,5,2,40.00,1,4,4,8,0.0016,50.00,6,4,6,6,6,1,6,4,6
